,program,course_title,course_unit,equivalent_courses,instructors,notes
LACS 25112,Latin American Studies,History in Practice: Musical Multiculturalism in Brazil,100,"LACS 35112,HIST 26818,HIST 36218,MUSI 23817,MUSI 33817",Sergio Assad,
LACS 26121,Latin American Studies,"Nature, Science, and Empire in the Early Modern Iberian World",100,"HIPS 26121,HIST 26121",V. López Fadul,
LACS 26123,Latin American Studies,Aztecs and Romans: Antiquity in the Making of Modern Mexico,100,"CLCV 26916,KNOW 23001,HIST 26123",S. McManus,"Taught by Stuart McManus, postdoctoral fellow, Stevanovich Institute on the Formation of Knowledge"
LACS 26219,Latin American Studies,Colonial Latin American History,100,"HIST 36219,LACS 36219,HIST 26219",R. Gutiérrez,
LACS 26412,Latin American Studies,Music and Globalization in Modern Latin America,100,"HIST 26116,MUSI 23416,LACS 36412",P. Palomino,
LACS 26413,Latin American Studies,"Progress, Development, and the Future in Latin America",100,"HIST 26117,ANTH 23091",P. Palomino,
LACS 27901,Latin American Studies,Beginning Modern Spoken Yucatec Maya I,100,"CHDV 27901,CHDV 47901,LACS 47901",John Lucy,
LACS 27902,Latin American Studies,Beginning Modern Spoken Yucatec Maya II,100,"CHDV 27902,CHDV 47902",J. Lucy,
LACS 27903,Latin American Studies,Beginning Modern Spoken Yucatec Maya III,100,"CHDV 27903,CHDV 47903,LACS 47903",J. Lucy,
LACS 29700,Latin American Studies,Reading and Research in Latin American Studies,100,LACS 40100,Staff,College students are required to submit the College Reading and Research Course Form. Typically taken for a quality grade.
LACS 29801,Latin American Studies,BA Colloquium,100,,,Required of students who are majoring in Latin American Studies. Students must participate in all three quarters but register only in Autumn Quarter.
LACS 29900,Latin American Studies,Preparation of the BA Essay,100,,,Typically taken for a quality grade.
ASTR 12600,Astronomy and Astrophysics,"Matter, Energy, Space, and Time",100,PHSC 12600,S. Meyer,
ASTR 12610,Astronomy and Astrophysics,Black Holes,100,PHSC 12610,E. Shirokoff,
ASTR 12620,Astronomy and Astrophysics,The Big Bang,100,PHSC 12620,W. Freedman/E. Kolb,
ASTR 12700,Astronomy and Astrophysics,Stars,100,PHSC 12700,D. Fabrycky,
ASTR 12710,Astronomy and Astrophysics,Galaxies,100,PHSC 12710,M. Gladders,
ASTR 12720,Astronomy and Astrophysics,Exoplanets,100,PHSC 12720,J. Bean,
ASTR 18100,Astronomy and Astrophysics,The Milky Way,100,PHSC 18100,N. Gnedin,
ASTR 18200,Astronomy and Astrophysics,The Origin and Evolution of the Universe,100,PHSC 18200,M. Turner,
ASTR 18300,Astronomy and Astrophysics,Searching Between the Stars,100,PHSC 18300,D. Harper,
ASTR 18500,Astronomy and Astrophysics,The Lives and Deaths of Stars,100,PHSC 18500,,
ASTR 20000,Astronomy and Astrophysics,Tutorial in Astronomy and Astrophysics,100,,R. Kron,Students must arrange with instructor in advance of the start of the term. Class limited to six students. Available for either quality grades or for P/F grading.
ASTR 21300,Astronomy and Astrophysics,Origin and Evolution of the Solar System,100,"GEOS 32000,GEOS 22000",F. Ciesla,This course is offered in alternate years.
ASTR 24100,Astronomy and Astrophysics,The Physics of Stars and Stellar Systems,100,,A. Konigl,
ASTR 24200,Astronomy and Astrophysics,The Physics of Galaxies and the Universe,100,,H. Chen,
ASTR 28200,Astronomy and Astrophysics,Current Topics in Astrophysics,100,ASTR 38200,D. Fabrycky,"Recommended for third- and fourth-year students majoring in Physics or the Geophysical Sciences, or students who have completed two quarters of Calculus."
ASTR 29700,Astronomy and Astrophysics,Participation in Research,100,,R. Kron,Students must arrange with instructor in advance of the start of the term. Students are required to submit the College Reading and Research Course Form. Available for either quality grades or for P/F grading. Students may register for this course for as many quarters as they wish; they need not work with the same faculty member each time.
ASLG 10100,Linguistics,American Sign Language I,100,,Drucilla Ronchen,
ASLG 10200,Linguistics,American Sign Language II,100,,Drucilla Ronchen,
ASLG 10300,Linguistics,American Sign Language III,100,,Drucilla Ronchen,
ASLG 10400,Linguistics,Intermediate American Sign Language I,100,,Drucilla Ronchen,
ASLG 10500,Linguistics,Intermediate American Sign Language II,100,,Drucilla Ronchen,
ASLG 10600,Linguistics,Intermediate American Sign Language III,100,,Drucilla Ronchen,
BASQ 12000,Linguistics,Elementary Basque I,100,,Diana Palenzuela,
BASQ 12100,Linguistics,Elementary Basque II,100,,Diana Palenzuela,
BASQ 12200,Linguistics,Elementary Basque III,100,,Diana Palenzuela,
LING 20001,Linguistics,Introduction to Linguistics,100,,,
LING 20101,Linguistics,Introduction to Phonetics and Phonology,100,,Staff,
LING 20150,Linguistics,Language and Communication,100,"CHDV 20150,CHDV 30150,LING 30150",Salikoko Mufwene,"CHDV Distribution, B*,C*; 5*"
LING 20201,Linguistics,Introduction to Syntax,100,,Chris Kennedy,
LING 20301,Linguistics,Introduction to Semantics and Pragmatics,100,,Itamar Francez,
LING 20721,Linguistics,Dynamic Semantics,100,"LING 30721,PHIL 30721,PHIL 20721",M. Willer,
LING 21000,Linguistics,Morphology,100,,,
LING 21010,Linguistics,Mathematical Foundations,100,LING 31010,Greg Kobele,
LING 21310,Linguistics,Introduction to Indo-European Linguistics,100,,Yaroslav Gorbachev,
LING 21600,Linguistics,Introduction to Language Development,100,"CHDV 23900,LING 31600,PSYC 23200",S. Goldin-Meadow,"CHDV Distribution, B*; 2*, 5*"
LING 21720,Linguistics,Sociophonetics,100,LING 31720,Alan Yu,
LING 21920,Linguistics,The Evolution of Language,100,"CHSS 41920,ANTH 47305,CHDV 41920,EVOL 41920,PSYC 41920,CHDV 21920,LING 41920",S. Mufwene,
LING 23400,Linguistics,Language in an Age of Microagression,100,,Jason Riggle,
LING 23600,Linguistics,Language of Space & Place,100,,Hilary McMahan,
LING 24960,Linguistics,Creole Genesis and Genetic Linguistics,100,LING 34960,Salikoko Mufwene,
LING 25200,Linguistics,Grammatical Gender,100,,Cherry Meyer,
LING 26002,Linguistics,Sociolinguistics,100,,Laura Casasanto,
LING 26020,Linguistics,Truth,100,SIGN 26007,Chris Kennedy,
LING 26310,Linguistics,Contact Linguistics,100,"SLAV 20600,SLAV 30600,LING 36310",Staff,
LING 27010,Linguistics,Psycholinguistics,100,,Staff,
LING 27130,Linguistics,"America: Society, Polity, and Speech Community",100,ANTH 27130,M. Silverstein,
LING 27200,Linguistics,Language/Power/Identity in South East Europe,100,"ANTH 27400,ANTH 37400,HUMA 27400,SLAV 23000,SLAV 33000,LING 37200",V. Friedman,
LING 27220,Linguistics,Professional Persuasions: The Rhetoric of Expertise in Modern Life,100,ANTH 27505,S. Gal,
LING 27430,Linguistics,Linguistic Politics: Language Revitalization,100,ANTH 27430,S. Gal,
LING 27500,Linguistics,Language and Globalization,100,"ANTH 27705,ANTH 47905,CRES 27500,CRES 37500,LING 37500",Salikoko Mufwene,
LING 27810,Linguistics,Romani Language and Linguistics,100,"ANTH 27700,ANTH 47900,LING 37810",Victor Friedman,
LING 28355,Linguistics,A Linguistic Introduction to Swahili-1,100,,Fidèle Mpiranya,
LING 28370,Linguistics,African Languages,100,LING 38370,Fidele Mpiranya,
LING 28380,Linguistics,Introduction to Kinyarwanda I,100,LING 38380,F. Mpiranya,
LING 28381,Linguistics,Introduction to Kinyarwanda II,100,LING 38381,Fidele Mprianya,
LING 28600,Linguistics,Computational Linguistics,100,"CMSC 35050,LING 38600,CMSC 25020",J. Goldsmith,
LING 29700,Linguistics,Reading and Research Course,100,,,Students are required to submit the College Reading and Research Course Form.
LING 29900,Linguistics,BA Paper Preparation Course,100,,,Students are required to submit the College Reading and Research Course Form.
MOGK 10100,Linguistics,Elementary Modern Greek I,100,"NELG 10100,MOGK 30100",Chrysanthi Koutsiviti,
MOGK 10200,Linguistics,Elementary Modern Greek II,100,"NELG 10200,MOGK 30200",Chrysanthi Koutsiviti,
MOGK 10300,Linguistics,Elementary Modern Greek III,100,"NELG 10300,MOGK 30300",Chrysanthi Koutsiviti,
MOGK 20100,Linguistics,Intermediate Modern Greek I,100,NELG 20100,Chrysanthi Koutsiviti,
MOGK 20200,Linguistics,Intermediate Modern Greek II,100,NELG 20200,Chrysanthi Koutsiviti,
MOGK 20300,Linguistics,Intermediate Modern Greek III,100,NELG 20300,Chrysanthi Koutsiviti,
SWAH 25200,Linguistics,Swahili I,100,,Fidele Mpiranya,
SWAH 25300,Linguistics,Swahili II,100,,Fidele Mpiranya,
SWAH 25400,Linguistics,Swahili III,100,,F. Mpiranya,
SWAH 26800,Linguistics,Intermediate Swahili I,100,,F. Mpiranya,
SWAH 26900,Linguistics,Intermediate Swahili II,100,,Fidele Mpiranya,
SWAH 27000,Linguistics,Intermediate Swahili III,100,,Fidele Mpiranya,
PHYS 12100,Physics,General Physics I,100,,,
PHYS 12200,Physics,General Physics II,100,,,
PHYS 12300,Physics,General Physics III,100,,,
PHYS 13100,Physics,Mechanics,100,,,
PHYS 13200,Physics,Electricity and Magnetism,100,,,
PHYS 13300,Physics,"Waves, Optics, and Heat",100,,,
PHYS 14100,Physics,Honors Mechanics,100,,Staff,
PHYS 14200,Physics,Honors Electricity and Magnetism,100,,,
PHYS 14300,Physics,"Honors Waves, Optics, and Heat",100,,,
PHYS 15400,Physics,Modern Physics,100,,,
PHYS 18500,Physics,Intermediate Mechanics,100,,,
PHYS 19700,Physics,Statistical and Thermal Physics,100,,,
PHYS 21101,Physics,Experimental Physics I,100,,,
PHYS 21102,Physics,Experimental Physics II,100,,,
PHYS 21103,Physics,Experimental Physics III,100,,,
PHYS 22000,Physics,Introduction to Mathematical Methods in Physics,100,,,
PHYS 22100,Physics,Mathematical Methods in Physics,100,,,
PHYS 22500,Physics,Intermediate Electricity and Magnetism I,100,,,
PHYS 22600,Physics,Electronics,100,,,
PHYS 22700,Physics,Intermediate Electricity and Magnetism II,100,,,
PHYS 23400,Physics,Quantum Mechanics I,100,,,
PHYS 23500,Physics,Quantum Mechanics II,100,,,
PHYS 23600,Physics,Solid State Physics,100,,,
PHYS 23700,Physics,Nuclei and Elementary Particles,100,,,
PHYS 24500,Physics,Relativistic Quantum Mechanics and Introduction to String Theory,100,,,
PHYS 25000,Physics,Computational Physics,100,,,
PHYS 26000,Physics,Fluid Dynamics,100,,,
PHYS 26400,Physics,Spacetime and Black Holes,100,,,
PHYS 29100,Physics,Bachelor's Thesis,100,,,
PHYS 29200,Physics,Bachelor's Thesis,100,,,
PHYS 29300,Physics,Bachelor's Thesis,100,,,
PHYS 29700,Physics,Participation in Research,100,,,Students are required to submit the College Reading and Research Course Form. May be taken for P/F grading with consent of instructor.
GNSE 10310,Gender and Sexuality Studies,Theories of Gender and Sexuality,100,ENGL 10310,"L. Berlant, K. Schilt",
GNSE 11002,Gender and Sexuality Studies,Medieval Masculinity,100,,J. Lyon,
GNSE 15002,Gender and Sexuality Studies,Gender and Sexuality in World Civilizations I,100,,Staff,This sequence meets the general education requirement in civilization studies.
GNSE 15003,Gender and Sexuality Studies,Gender and Sexuality in World Civilizations II,100,,Staff,This sequence meets the general education requirement in civilization studies.
GNSE 20170,Gender and Sexuality Studies,The Sociology of Deviant Behavior,100,SOCI 20175,K. Schilt,
GNSE 21001,Gender and Sexuality Studies,Cultural Psychology: Philosophical and Theoretical Foundations,100,"AMER 33000,ANTH 24320,ANTH 35110,CHDV 31000,GNSE 31000,PSYC 23000,PSYC 33000,CHDV 21000",R. Shweder,"CHDV Distribution, B*, C*; 2*, 3*"
GNSE 21400,Gender and Sexuality Studies,Advanced Theories of Sex/Gender,100,,L. Berlant,
GNSE 21500,Gender and Sexuality Studies,Darwinian Health,100,"HIPS 22401,CHDV 21500",J. Mateo,"CHDV Distribution, A*"
GNSE 22904,Gender and Sexuality Studies,Theories of Sexual Violence in American Culture,100,,M. Dango,
GNSE 22905,Gender and Sexuality Studies,Gendering Privacy,100,,C. Hughes,
GNSE 23100,Gender and Sexuality Studies,Foucault and The History of Sexuality,100,"CMLT 25001,FNDL 22001,HIPS 24300,KNOW 27002,PHIL 24800",A. Davidson,One prior philosophy course is strongly recommended. Students should register via discussion section.
GNSE 23103,Gender and Sexuality Studies,"Women Possessed: Religion, Gender & Sexuality in Early America",100,,"A. Davis, K. Krywokulski",
GNSE 23104,Gender and Sexuality Studies,"Gender, Sexuality, and Islamic Traditions",100,,"T. Gutmann, M. Sheibani",
GNSE 23603,Gender and Sexuality Studies,"Grace, Love, and Pleasure. Painting in Eighteenth Century France",100,"ARTH 33603,FREN 26303,FREN 36303,GNSE 33603,ARTH 23603",S. Caviglia-Brunel,Students who take this course for French credit must do the readings and assignments in French.
GNSE 27702,Gender and Sexuality Studies,Gender in the Balkans through Literature and Film,100,,A. Ilieva,
GNSE 28604,Gender and Sexuality Studies,Law and Social Movements in Modern America,100,"HIST 28604,HMRT 28604,LLSO 28604",J. Dailey,
GNSE 29600,Gender and Sexuality Studies,Feminist Philosophy,100,"HMRT 31900,LAWS 47701,PLSC 51900,RETH 41000,PHIL 21901,PHIL 31900",M. Nussbaum,
GNSE 29700,Gender and Sexuality Studies,Readings in Gender Studies,100,,,"Students are required to submit the College Reading and Research Course Form. May be taken for P/F grading with consent of instructor. With prior approval, students who are majoring in Gender Studies may use this course to satisfy program requirements."
GNSE 29800,Gender and Sexuality Studies,BA Seminar,100,,,May be taken for P/F grading with consent of instructor.
GNSE 29900,Gender and Sexuality Studies,BA Essay,100,,,Students are required to submit the College Reading and Research Course Form signed by the faculty BA essay reader.
GNSE 50101,Gender and Sexuality Studies,Law-Philosophy Workshop,100,"LAWS 61512,RETH 51301,HMRT 51301,PLSC 51512,PHIL 51200","M. Nussbaum, B. Leiter, M. Etchemendy",Students must enroll for all three quarters.
CHDV 14510,Comparative Human Development,Gender and Development,100,"SOCI 28070,PBPL 24510,GNSE 14510,ECON 14510",A. Gonzalez,
CHDV 20000,Comparative Human Development,Introduction to Human Development,100,PSYC 20850,Multiple Staff Members,Required Course for Comparative Human Development Majors
CHDV 20100,Comparative Human Development,Human Development Research Designs in Social Sciences,100,,"Hong, Guanglei",Required Course for Comparative Human Development Majors
CHDV 20101,Comparative Human Development,Applied Statistics in Human Development Research,100,CHDV 30101,G. Hong,"CHDV Distribution, M*, M*"
CHDV 20140,Comparative Human Development,Qualitative Field Methods,100,"CRES 20140,SOCI 20140",O. McRoberts,"CHDV Distribution, M*"
CHDV 20150,Comparative Human Development,Language and Communication,100,"CHDV 30150,LING 20150,LING 30150",Salikoko Mufwene,"CHDV Distribution, B*,C*; 5*"
CHDV 20177,Comparative Human Development,Social Adulthood and Future Making,100,,L. Conklin,"CHDV Distribution: B, C"
CHDV 20209,Comparative Human Development,Adolescent Development,100,PSYC 20209,M. Spencer,"CHDV Distribution: B*, D*"
CHDV 20240,Comparative Human Development,Language and Economy: an Interdisciplinary Approach,100,"ANTH 37530,LING 30241,CHDV 30240","Vigouroux, Cecile","CHDV Distributions: C*; 2*,5*"
CHDV 20300,Comparative Human Development,Biological Psychology,100,"BIOS 29300,PSYC 20300","L. Kay, B. Prendergast",This course does not meet requirements for the biological sciences major. CHDV Distribution: A*
CHDV 20305,Comparative Human Development,Inequality in Urban Spaces,100,"CHDV 40315,CRES 20305,PBPL 20305",M. Keels,"CHDV Distribution, B*; 2*"
CHDV 20400,Comparative Human Development,Intensive Study of a Culture: Lowland Maya History and Ethnography,100,"ANTH 21230,ANTH 30705,CHDV 30401,CRES 20400,LACS 30401,LACS 20400",J. Lucy,CHDV Distribution: C*
CHDV 20440,Comparative Human Development,"Inequality, Health, and The Life Course",100,"CHDV 30440,SOCI 20248,SOCI 30248",A. Mueller,"CHDV Distribution: B*, C*; 2*, 4*"
CHDV 20505,Comparative Human Development,Anthropology of Disability,100,"ANTH 20405,ANTH 30405,CHDV 30405,HMRT 25210,HMRT 35210,SOSC 36900,MAPS 36900",M. Fred,"CHDV Distribution: C, D; 4"
CHDV 20636,Comparative Human Development,An Anthropology of Anxiety,100,,"Hampel, A.","CHDV Distribution: C, D"
CHDV 20773,Comparative Human Development,Emotion in Social Sciences,100,,S. Numanbayraktaroglu,CHDV Distribution: D*
CHDV 20882,Comparative Human Development,"Parenting, Culture, and Mental Health in Childhood",100,,H. Lee,"CHDV Distribution: C*, D*"
CHDV 21000,Comparative Human Development,Cultural Psychology: Philosophical and Theoretical Foundations,100,"AMER 33000,ANTH 24320,ANTH 35110,CHDV 31000,GNSE 21001,GNSE 31000,PSYC 23000,PSYC 33000",R. Shweder,"CHDV Distribution, B*, C*; 2*, 3*"
CHDV 21400,Comparative Human Development,Health and Human Rights,100,"MEDC 60405,LLSO 21400,HMRT 21400","R. Sherer, E. Lyon",
CHDV 21401,Comparative Human Development,Introduction to African Civilization II,100,"ANTH 20702,CRES 20802,HIST 10102",J. Cole,Taking these courses in sequence is recommended but not required; this sequence meets the general education requirement in civilization studies. CHDV Distribution C*.
CHDV 21920,Comparative Human Development,The Evolution of Language,100,"CHSS 41920,ANTH 47305,CHDV 41920,EVOL 41920,PSYC 41920,LING 21920,LING 41920",S. Mufwene,
CHDV 23204,Comparative Human Development,Medical Anthropology,100,"ANTH 24330,HIPS 27301",E. Raikhel,"CHDV Distribution, C*,D*"
